CLASE,Fecha,Accidentes,Dia_Semana,Dia_festivo,Dia_madre,Dia_padre,Amor_amistad,Semana_santa,Mujer,Hombre,Puente,Fin Sem Puente,Semana,Dia_año,Anio,Mes,Dia
Atropello,2014-01-05,6,domingo,0,0,0,0,0,0,0,0,1,1,5,2014,01,05
Atropello,2014-01-12,6,domingo,0,0,0,0,0,0,0,0,1,2,12,2014,01,12
Atropello,2014-01-19,6,domingo,0,0,0,0,0,0,0,0,0,3,19,2014,01,19
Atropello,2014-01-26,12,domingo,0,0,0,0,0,0,0,0,0,4,26,2014,01,26
Atropello,2014-02-02,12,domingo,0,0,0,0,0,0,0,0,0,5,33,2014,02,02
Atropello,2014-02-09,14,domingo,0,0,0,0,0,0,0,0,0,6,40,2014,02,09
Atropello,2014-02-16,13,domingo,0,0,0,0,0,0,0,0,0,7,47,2014,02,16
Atropello,2014-02-23,14,domingo,0,0,0,0,0,0,0,0,0,8,54,2014,02,23
Atropello,2014-03-02,11,domingo,0,0,0,0,0,0,0,0,0,9,61,2014,03,02
Atropello,2014-03-09,12,domingo,0,0,0,0,0,0,0,0,0,10,68,2014,03,09
Atropello,2014-03-16,14,domingo,0,0,0,0,0,0,0,0,0,11,75,2014,03,16
Atropello,2014-03-23,16,domingo,0,0,0,0,0,0,0,0,1,12,82,2014,03,23
Atropello,2014-03-30,8,domingo,0,0,0,0,0,0,0,0,0,13,89,2014,03,30
Atropello,2014-04-06,11,domingo,0,0,0,0,0,0,0,0,0,14,96,2014,04,06
Atropello,2014-04-13,15,domingo,1,0,0,0,0,0,0,0,0,15,103,2014,04,13
Atropello,2014-04-20,10,domingo,0,0,0,0,1,0,0,0,0,16,110,2014,04,20
Atropello,2014-04-27,16,domingo,0,0,0,0,0,0,0,0,0,17,117,2014,04,27
Atropello,2014-05-04,17,domingo,0,0,0,0,0,0,0,0,0,18,124,2014,05,04
Atropello,2014-05-11,11,domingo,0,1,0,0,0,0,0,0,0,19,131,2014,05,11
Atropello,2014-05-18,9,domingo,0,0,0,0,0,0,0,0,0,20,138,2014,05,18
Atropello,2014-05-25,14,domingo,0,0,0,0,0,0,0,0,0,21,145,2014,05,25
Atropello,2014-06-01,12,domingo,0,0,0,0,0,0,0,0,1,22,152,2014,06,01
Atropello,2014-06-08,17,domingo,0,0,0,0,0,0,0,0,0,23,159,2014,06,08
Atropello,2014-06-15,12,domingo,0,0,0,0,0,0,0,0,0,24,166,2014,06,15
Atropello,2014-06-22,14,domingo,0,0,1,0,0,0,0,0,1,25,173,2014,06,22
Atropello,2014-06-29,18,domingo,0,0,0,0,0,0,0,0,0,26,180,2014,06,29
Atropello,2014-07-06,14,domingo,0,0,0,0,0,0,0,0,0,27,187,2014,07,06
Atropello,2014-07-13,10,domingo,0,0,0,0,0,0,0,0,0,28,194,2014,07,13
Atropello,2014-07-20,14,domingo,0,0,0,0,0,0,0,0,0,29,201,2014,07,20
Atropello,2014-07-27,14,domingo,0,0,0,0,0,0,0,0,0,30,208,2014,07,27
Atropello,2014-08-03,14,domingo,0,0,0,0,0,0,0,0,0,31,215,2014,08,03
Atropello,2014-08-10,23,domingo,0,0,0,0,0,0,0,0,0,32,222,2014,08,10
Atropello,2014-08-17,16,domingo,0,0,0,0,0,0,0,0,1,33,229,2014,08,17
Atropello,2014-08-24,16,domingo,0,0,0,0,0,0,0,0,0,34,236,2014,08,24
Atropello,2014-08-31,13,domingo,0,0,0,0,0,0,0,0,0,35,243,2014,08,31
Atropello,2014-09-07,9,domingo,0,0,0,0,0,0,0,0,0,36,250,2014,09,07
Atropello,2014-09-14,15,domingo,0,0,0,0,0,0,0,0,0,37,257,2014,09,14
Atropello,2014-09-21,16,domingo,0,0,0,0,0,0,0,0,0,38,264,2014,09,21
Atropello,2014-09-28,9,domingo,0,0,0,0,0,0,0,0,0,39,271,2014,09,28
Atropello,2014-10-05,5,domingo,0,0,0,0,0,0,0,0,0,40,278,2014,10,05
Atropello,2014-10-12,9,domingo,0,0,0,0,0,0,0,0,0,41,285,2014,10,12
Atropello,2014-10-19,16,domingo,0,0,0,0,0,0,0,0,0,42,292,2014,10,19
Atropello,2014-10-26,9,domingo,0,0,0,0,0,0,0,0,0,43,299,2014,10,26
Atropello,2014-11-02,9,domingo,0,0,0,0,0,0,0,0,1,44,306,2014,11,02
Atropello,2014-11-09,8,domingo,0,0,0,0,0,0,0,0,0,45,313,2014,11,09
Atropello,2014-11-16,7,domingo,0,0,0,0,0,0,0,0,1,46,320,2014,11,16
Atropello,2014-11-23,18,domingo,0,0,0,0,0,0,0,0,0,47,327,2014,11,23
Atropello,2014-11-30,16,domingo,0,0,0,0,0,0,0,0,0,48,334,2014,11,30
Atropello,2014-12-07,15,domingo,0,0,0,0,0,0,0,0,1,49,341,2014,12,07
Atropello,2014-12-14,18,domingo,0,0,0,0,0,0,0,0,0,50,348,2014,12,14
Atropello,2014-12-21,17,domingo,0,0,0,0,0,0,0,0,0,51,355,2014,12,21
Atropello,2014-12-28,10,domingo,0,0,0,0,0,0,0,0,0,52,362,2014,12,28
Atropello,2015-01-04,8,domingo,0,0,0,0,0,0,0,0,0,1,4,2015,01,04
Atropello,2015-01-11,10,domingo,0,0,0,0,0,0,0,0,1,2,11,2015,01,11
Atropello,2015-01-18,12,domingo,0,0,0,0,0,0,0,0,0,3,18,2015,01,18
Atropello,2015-01-25,19,domingo,0,0,0,0,0,0,0,0,0,4,25,2015,01,25
Atropello,2015-02-01,11,domingo,0,0,0,0,0,0,0,0,0,5,32,2015,02,01
Atropello,2015-02-08,14,domingo,0,0,0,0,0,0,0,0,0,6,39,2015,02,08
Atropello,2015-02-15,11,domingo,0,0,0,0,0,0,0,0,0,7,46,2015,02,15
Atropello,2015-02-22,5,domingo,0,0,0,0,0,0,0,0,0,8,53,2015,02,22
Atropello,2015-03-01,15,domingo,0,0,0,0,0,0,0,0,0,9,60,2015,03,01
Atropello,2015-03-08,13,domingo,0,0,0,0,0,1,0,0,0,10,67,2015,03,08
Atropello,2015-03-15,19,domingo,0,0,0,0,0,0,0,0,0,11,74,2015,03,15
Atropello,2015-03-22,10,domingo,0,0,0,0,0,0,0,0,1,12,81,2015,03,22
Atropello,2015-03-29,8,domingo,1,0,0,0,0,0,0,0,0,13,88,2015,03,29
Atropello,2015-04-05,6,domingo,1,0,0,0,1,0,0,0,0,14,95,2015,04,05
Atropello,2015-04-12,3,domingo,0,0,0,0,0,0,0,0,0,15,102,2015,04,12
Atropello,2015-04-19,11,domingo,0,0,0,0,0,0,0,0,0,16,109,2015,04,19
Atropello,2015-04-26,12,domingo,0,0,0,0,0,0,0,0,0,17,116,2015,04,26
Atropello,2015-05-03,8,domingo,0,0,0,0,0,0,0,0,0,18,123,2015,05,03
Atropello,2015-05-10,10,domingo,0,1,0,0,0,0,0,0,0,19,130,2015,05,10
Atropello,2015-05-17,16,domingo,0,0,0,0,0,0,0,0,1,20,137,2015,05,17
Atropello,2015-05-24,10,domingo,0,0,0,0,0,0,0,0,0,21,144,2015,05,24
Atropello,2015-05-31,14,domingo,0,0,0,0,0,0,0,0,0,22,151,2015,05,31
Atropello,2015-06-07,13,domingo,0,0,0,0,0,0,0,0,1,23,158,2015,06,07
Atropello,2015-06-14,10,domingo,0,0,0,0,0,0,0,0,1,24,165,2015,06,14
Atropello,2015-06-21,6,domingo,0,0,1,0,0,0,0,0,0,25,172,2015,06,21
Atropello,2015-06-28,7,domingo,0,0,0,0,0,0,0,0,1,26,179,2015,06,28
Atropello,2015-07-05,11,domingo,0,0,0,0,0,0,0,0,0,27,186,2015,07,05
Atropello,2015-07-12,12,domingo,0,0,0,0,0,0,0,0,0,28,193,2015,07,12
Atropello,2015-07-19,8,domingo,0,0,0,0,0,0,0,0,1,29,200,2015,07,19
Atropello,2015-07-26,9,domingo,0,0,0,0,0,0,0,0,0,30,207,2015,07,26
Atropello,2015-08-02,14,domingo,0,0,0,0,0,0,0,0,0,31,214,2015,08,02
Atropello,2015-08-09,15,domingo,0,0,0,0,0,0,0,0,0,32,221,2015,08,09
Atropello,2015-08-16,9,domingo,0,0,0,0,0,0,0,0,1,33,228,2015,08,16
Atropello,2015-08-23,7,domingo,0,0,0,0,0,0,0,0,0,34,235,2015,08,23
Atropello,2015-08-30,11,domingo,0,0,0,0,0,0,0,0,0,35,242,2015,08,30
Atropello,2015-09-06,11,domingo,0,0,0,0,0,0,0,0,0,36,249,2015,09,06
Atropello,2015-09-13,13,domingo,0,0,0,0,0,0,0,0,0,37,256,2015,09,13
Atropello,2015-09-20,9,domingo,0,0,0,0,0,0,0,0,0,38,263,2015,09,20
Atropello,2015-09-27,8,domingo,0,0,0,0,0,0,0,0,0,39,270,2015,09,27
Atropello,2015-10-04,7,domingo,0,0,0,0,0,0,0,0,0,40,277,2015,10,04
Atropello,2015-10-11,10,domingo,0,0,0,0,0,0,0,0,1,41,284,2015,10,11
Atropello,2015-10-18,8,domingo,0,0,0,0,0,0,0,0,0,42,291,2015,10,18
Atropello,2015-10-25,9,domingo,0,0,0,0,0,0,0,0,0,43,298,2015,10,25
Atropello,2015-11-01,13,domingo,0,0,0,0,0,0,0,0,1,44,305,2015,11,01
Atropello,2015-11-08,8,domingo,0,0,0,0,0,0,0,0,0,45,312,2015,11,08
Atropello,2015-11-15,6,domingo,0,0,0,0,0,0,0,0,1,46,319,2015,11,15
Atropello,2015-11-22,12,domingo,0,0,0,0,0,0,0,0,0,47,326,2015,11,22
Atropello,2015-11-29,5,domingo,0,0,0,0,0,0,0,0,0,48,333,2015,11,29
Atropello,2015-12-06,8,domingo,0,0,0,0,0,0,0,0,0,49,340,2015,12,06
Atropello,2015-12-13,15,domingo,0,0,0,0,0,0,0,0,0,50,347,2015,12,13
Atropello,2015-12-20,17,domingo,0,0,0,0,0,0,0,0,0,51,354,2015,12,20
Atropello,2015-12-27,10,domingo,0,0,0,0,0,0,0,0,0,52,361,2015,12,27
Atropello,2016-01-03,7,domingo,0,0,0,0,0,0,0,0,0,1,3,2016,01,03
Atropello,2016-01-10,10,domingo,0,0,0,0,0,0,0,0,1,2,10,2016,01,10
Atropello,2016-01-17,11,domingo,0,0,0,0,0,0,0,0,0,3,17,2016,01,17
Atropello,2016-01-24,9,domingo,0,0,0,0,0,0,0,0,0,4,24,2016,01,24
Atropello,2016-01-31,9,domingo,0,0,0,0,0,0,0,0,0,5,31,2016,01,31
Atropello,2016-02-07,12,domingo,0,0,0,0,0,0,0,0,0,6,38,2016,02,07
Atropello,2016-02-14,5,domingo,0,0,0,0,0,0,0,0,0,7,45,2016,02,14
Atropello,2016-02-21,7,domingo,0,0,0,0,0,0,0,0,0,8,52,2016,02,21
Atropello,2016-02-28,11,domingo,0,0,0,0,0,0,0,0,0,9,59,2016,02,28
Atropello,2016-03-06,8,domingo,0,0,0,0,0,0,0,0,0,10,66,2016,03,06
Atropello,2016-03-13,12,domingo,0,0,0,0,0,0,0,0,0,11,73,2016,03,13
Atropello,2016-03-20,7,domingo,1,0,0,0,0,0,0,0,1,12,80,2016,03,20
Atropello,2016-03-27,11,domingo,1,0,0,0,1,0,0,0,0,13,87,2016,03,27
Atropello,2016-04-03,7,domingo,0,0,0,0,0,0,0,0,0,14,94,2016,04,03
Atropello,2016-04-10,12,domingo,0,0,0,0,0,0,0,0,0,15,101,2016,04,10
Atropello,2016-04-17,18,domingo,0,0,0,0,0,0,0,0,0,16,108,2016,04,17
Atropello,2016-04-24,6,domingo,0,0,0,0,0,0,0,0,0,17,115,2016,04,24
Atropello,2016-05-01,11,domingo,1,0,0,0,0,0,0,0,0,18,122,2016,05,01
Atropello,2016-05-08,14,domingo,0,1,0,0,0,0,0,0,1,19,129,2016,05,08
Atropello,2016-05-15,16,domingo,0,0,0,0,0,0,0,0,0,20,136,2016,05,15
Atropello,2016-05-22,11,domingo,0,0,0,0,0,0,0,0,0,21,143,2016,05,22
Atropello,2016-05-29,6,domingo,0,0,0,0,0,0,0,0,1,22,150,2016,05,29
Atropello,2016-06-05,14,domingo,0,0,0,0,0,0,0,0,1,23,157,2016,06,05
Atropello,2016-06-12,11,domingo,0,0,0,0,0,0,0,0,0,24,164,2016,06,12
Atropello,2016-06-19,9,domingo,0,0,1,0,0,0,0,0,0,25,171,2016,06,19
Atropello,2016-06-26,7,domingo,0,0,0,0,0,0,0,0,0,26,178,2016,06,26
Atropello,2016-07-03,6,domingo,0,0,0,0,0,0,0,0,1,27,185,2016,07,03
Atropello,2016-07-10,12,domingo,0,0,0,0,0,0,0,0,0,28,192,2016,07,10
Atropello,2016-07-17,6,domingo,0,0,0,0,0,0,0,0,0,29,199,2016,07,17
Atropello,2016-07-24,7,domingo,0,0,0,0,0,0,0,0,0,30,206,2016,07,24
Atropello,2016-07-31,7,domingo,0,0,0,0,0,0,0,0,0,31,213,2016,07,31
Atropello,2016-08-07,7,domingo,1,0,0,0,0,0,0,0,0,32,220,2016,08,07
Atropello,2016-08-14,11,domingo,0,0,0,0,0,0,0,0,1,33,227,2016,08,14
Atropello,2016-08-21,10,domingo,0,0,0,0,0,0,0,0,0,34,234,2016,08,21
Atropello,2016-08-28,10,domingo,0,0,0,0,0,0,0,0,0,35,241,2016,08,28
Atropello,2016-09-04,11,domingo,0,0,0,0,0,0,0,0,0,36,248,2016,09,04
Atropello,2016-09-11,8,domingo,0,0,0,0,0,0,0,0,0,37,255,2016,09,11
Atropello,2016-09-18,10,domingo,0,0,0,0,0,0,0,0,0,38,262,2016,09,18
Atropello,2016-09-25,7,domingo,0,0,0,0,0,0,0,0,0,39,269,2016,09,25
Atropello,2016-10-02,12,domingo,0,0,0,0,0,0,0,0,0,40,276,2016,10,02
Atropello,2016-10-09,16,domingo,0,0,0,0,0,0,0,0,0,41,283,2016,10,09
Atropello,2016-10-16,7,domingo,0,0,0,0,0,0,0,0,1,42,290,2016,10,16
Atropello,2016-10-23,18,domingo,0,0,0,0,0,0,0,0,0,43,297,2016,10,23
Atropello,2016-10-30,10,domingo,0,0,0,0,0,0,0,0,0,44,304,2016,10,30
Atropello,2016-11-06,11,domingo,0,0,0,0,0,0,0,0,1,45,311,2016,11,06
Atropello,2016-11-13,14,domingo,0,0,0,0,0,0,0,0,1,46,318,2016,11,13
Atropello,2016-11-20,8,domingo,0,0,0,0,0,0,0,0,0,47,325,2016,11,20
Atropello,2016-11-27,10,domingo,0,0,0,0,0,0,0,0,0,48,332,2016,11,27
Atropello,2016-12-04,10,domingo,0,0,0,0,0,0,0,0,0,49,339,2016,12,04
Atropello,2016-12-11,9,domingo,0,0,0,0,0,0,0,0,0,50,346,2016,12,11
Atropello,2016-12-18,9,domingo,0,0,0,0,0,0,0,0,0,51,353,2016,12,18
Atropello,2016-12-25,13,domingo,1,0,0,0,0,0,0,0,0,52,360,2016,12,25
Atropello,2017-01-01,15,domingo,1,0,0,0,0,0,0,0,0,1,1,2017,01,01
Atropello,2017-01-08,10,domingo,0,0,0,0,0,0,0,0,1,2,8,2017,01,08
Atropello,2017-01-15,3,domingo,0,0,0,0,0,0,0,0,0,3,15,2017,01,15
Atropello,2017-01-22,9,domingo,0,0,0,0,0,0,0,0,0,4,22,2017,01,22
Atropello,2017-01-29,8,domingo,0,0,0,0,0,0,0,0,0,5,29,2017,01,29
Atropello,2017-02-05,15,domingo,0,0,0,0,0,0,0,0,0,6,36,2017,02,05
Atropello,2017-02-12,16,domingo,0,0,0,0,0,0,0,0,0,7,43,2017,02,12
Atropello,2017-02-19,9,domingo,0,0,0,0,0,0,0,0,0,8,50,2017,02,19
Atropello,2017-02-26,9,domingo,0,0,0,0,0,0,0,0,0,9,57,2017,02,26
Atropello,2017-03-05,19,domingo,0,0,0,0,0,0,0,0,0,10,64,2017,03,05
Atropello,2017-03-12,13,domingo,0,0,0,0,0,0,0,0,0,11,71,2017,03,12
Atropello,2017-03-19,9,domingo,0,0,0,0,0,0,1,0,1,12,78,2017,03,19
Atropello,2017-03-26,8,domingo,0,0,0,0,0,0,0,0,0,13,85,2017,03,26
Atropello,2017-04-02,9,domingo,0,0,0,0,0,0,0,0,0,14,92,2017,04,02
Atropello,2017-04-09,13,domingo,1,0,0,0,0,0,0,0,0,15,99,2017,04,09
Atropello,2017-04-16,8,domingo,1,0,0,0,1,0,0,0,0,16,106,2017,04,16
Atropello,2017-04-23,12,domingo,0,0,0,0,0,0,0,0,0,17,113,2017,04,23
Atropello,2017-04-30,2,domingo,0,0,0,0,0,0,0,0,1,18,120,2017,04,30
Atropello,2017-05-07,7,domingo,0,0,0,0,0,0,0,0,0,19,127,2017,05,07
Atropello,2017-05-14,12,domingo,0,1,0,0,0,0,0,0,0,20,134,2017,05,14
Atropello,2017-05-21,9,domingo,0,0,0,0,0,0,0,0,0,21,141,2017,05,21
Atropello,2017-05-28,5,domingo,0,0,0,0,0,0,0,0,1,22,148,2017,05,28
Atropello,2017-06-04,4,domingo,0,0,0,0,0,0,0,0,0,23,155,2017,06,04
Atropello,2017-06-11,5,domingo,0,0,0,0,0,0,0,0,0,24,162,2017,06,11
Atropello,2017-06-18,16,domingo,0,0,1,0,0,0,0,0,1,25,169,2017,06,18
Atropello,2017-06-25,6,domingo,0,0,0,0,0,0,0,0,1,26,176,2017,06,25
Atropello,2017-07-02,8,domingo,0,0,0,0,0,0,0,0,0,27,183,2017,07,02
Atropello,2017-07-09,10,domingo,0,0,0,0,0,0,0,0,0,28,190,2017,07,09
Atropello,2017-07-16,4,domingo,0,0,0,0,0,0,0,0,0,29,197,2017,07,16
Atropello,2017-07-23,8,domingo,0,0,0,0,0,0,0,0,0,30,204,2017,07,23
Atropello,2017-07-30,6,domingo,0,0,0,0,0,0,0,0,0,31,211,2017,07,30
Atropello,2017-08-06,8,domingo,0,0,0,0,0,0,0,0,1,32,218,2017,08,06
Atropello,2017-08-13,9,domingo,0,0,0,0,0,0,0,0,0,33,225,2017,08,13
Atropello,2017-08-20,4,domingo,0,0,0,0,0,0,0,0,1,34,232,2017,08,20
Atropello,2017-08-27,7,domingo,0,0,0,0,0,0,0,0,0,35,239,2017,08,27
Atropello,2017-09-03,10,domingo,0,0,0,0,0,0,0,0,0,36,246,2017,09,03
Atropello,2017-09-10,6,domingo,0,0,0,0,0,0,0,0,0,37,253,2017,09,10
Atropello,2017-09-17,8,domingo,0,0,0,0,0,0,0,0,0,38,260,2017,09,17
Atropello,2017-09-24,9,domingo,0,0,0,0,0,0,0,0,0,39,267,2017,09,24
Atropello,2017-10-01,6,domingo,0,0,0,0,0,0,0,0,0,40,274,2017,10,01
Atropello,2017-10-08,6,domingo,0,0,0,0,0,0,0,0,0,41,281,2017,10,08
Atropello,2017-10-15,13,domingo,0,0,0,0,0,0,0,0,1,42,288,2017,10,15
Atropello,2017-10-22,9,domingo,0,0,0,0,0,0,0,0,0,43,295,2017,10,22
Atropello,2017-10-29,11,domingo,0,0,0,0,0,0,0,0,0,44,302,2017,10,29
Atropello,2017-11-05,6,domingo,0,0,0,0,0,0,0,0,1,45,309,2017,11,05
Atropello,2017-11-12,9,domingo,0,0,0,0,0,0,0,0,1,46,316,2017,11,12
Atropello,2017-11-19,5,domingo,0,0,0,0,0,0,0,0,0,47,323,2017,11,19
Atropello,2017-11-26,11,domingo,0,0,0,0,0,0,0,0,0,48,330,2017,11,26
Atropello,2017-12-03,11,domingo,0,0,0,0,0,0,0,0,0,49,337,2017,12,03
Atropello,2017-12-10,3,domingo,0,0,0,0,0,0,0,0,0,50,344,2017,12,10
Atropello,2017-12-17,10,domingo,0,0,0,0,0,0,0,0,0,51,351,2017,12,17
Atropello,2017-12-24,17,domingo,0,0,0,0,0,0,0,0,1,52,358,2017,12,24
Atropello,2017-12-31,9,domingo,0,0,0,0,0,0,0,0,1,53,365,2017,12,31
Atropello,2018-01-07,5,domingo,0,0,0,0,0,0,0,0,1,1,7,2018,01,07
Atropello,2018-01-14,2,domingo,0,0,0,0,0,0,0,0,0,2,14,2018,01,14
Atropello,2018-01-21,9,domingo,0,0,0,0,0,0,0,0,0,3,21,2018,01,21
Atropello,2018-01-28,8,domingo,0,0,0,0,0,0,0,0,0,4,28,2018,01,28
Atropello,2018-02-04,9,domingo,0,0,0,0,0,0,0,0,0,5,35,2018,02,04
Atropello,2018-02-11,5,domingo,0,0,0,0,0,0,0,0,0,6,42,2018,02,11
Atropello,2018-02-18,9,domingo,0,0,0,0,0,0,0,0,0,7,49,2018,02,18
Atropello,2018-02-25,4,domingo,0,0,0,0,0,0,0,0,0,8,56,2018,02,25
Atropello,2018-03-04,10,domingo,0,0,0,0,0,0,0,0,0,9,63,2018,03,04
Atropello,2018-03-11,12,domingo,0,0,0,0,0,0,0,0,0,10,70,2018,03,11
Atropello,2018-03-18,8,domingo,0,0,0,0,0,0,0,0,1,11,77,2018,03,18
Atropello,2018-03-25,6,domingo,1,0,0,0,0,0,0,0,0,12,84,2018,03,25
Atropello,2018-04-01,4,domingo,1,0,0,0,1,0,0,0,0,13,91,2018,04,01
Atropello,2018-04-08,10,domingo,0,0,0,0,0,0,0,0,0,14,98,2018,04,08
Atropello,2018-04-15,7,domingo,0,0,0,0,0,0,0,0,0,15,105,2018,04,15
Atropello,2018-04-22,8,domingo,0,0,0,0,0,0,0,0,0,16,112,2018,04,22
Atropello,2018-04-29,5,domingo,0,0,0,0,0,0,0,0,0,17,119,2018,04,29
Atropello,2018-05-06,7,domingo,0,0,0,0,0,0,0,0,0,18,126,2018,05,06
Atropello,2018-05-13,9,domingo,0,1,0,0,0,0,0,0,1,19,133,2018,05,13
Atropello,2018-05-20,3,domingo,0,0,0,0,0,0,0,0,0,20,140,2018,05,20
Atropello,2018-05-27,6,domingo,0,0,0,0,0,0,0,0,0,21,147,2018,05,27
Atropello,2018-06-03,8,domingo,0,0,0,0,0,0,0,0,1,22,154,2018,06,03
Atropello,2018-06-10,7,domingo,0,0,0,0,0,0,0,0,1,23,161,2018,06,10
Atropello,2018-06-17,9,domingo,0,0,1,0,0,0,0,0,0,24,168,2018,06,17
Atropello,2018-06-24,13,domingo,0,0,0,0,0,0,0,0,0,25,175,2018,06,24
Atropello,2018-07-01,2,domingo,0,0,0,0,0,0,0,0,1,26,182,2018,07,01
Atropello,2018-07-08,9,domingo,0,0,0,0,0,0,0,0,0,27,189,2018,07,08
Atropello,2018-07-15,6,domingo,0,0,0,0,0,0,0,0,0,28,196,2018,07,15
Atropello,2018-07-22,4,domingo,0,0,0,0,0,0,0,0,0,29,203,2018,07,22
Atropello,2018-07-29,7,domingo,0,0,0,0,0,0,0,0,0,30,210,2018,07,29
Atropello,2018-08-05,9,domingo,0,0,0,0,0,0,0,0,0,31,217,2018,08,05
Atropello,2018-08-12,9,domingo,0,0,0,0,0,0,0,0,0,32,224,2018,08,12
Atropello,2018-08-19,6,domingo,0,0,0,0,0,0,0,0,1,33,231,2018,08,19
Atropello,2018-08-26,13,domingo,0,0,0,0,0,0,0,0,0,34,238,2018,08,26
Atropello,2018-09-02,11,domingo,0,0,0,0,0,0,0,0,0,35,245,2018,09,02
Atropello,2018-09-09,8,domingo,0,0,0,0,0,0,0,0,0,36,252,2018,09,09
Atropello,2018-09-16,8,domingo,0,0,0,0,0,0,0,0,0,37,259,2018,09,16
Atropello,2018-09-23,6,domingo,0,0,0,0,0,0,0,0,0,38,266,2018,09,23
Atropello,2018-09-30,9,domingo,0,0,0,0,0,0,0,0,0,39,273,2018,09,30
Atropello,2018-10-07,11,domingo,0,0,0,0,0,0,0,0,0,40,280,2018,10,07
Atropello,2018-10-14,5,domingo,0,0,0,0,0,0,0,0,1,41,287,2018,10,14
Atropello,2018-10-21,6,domingo,0,0,0,0,0,0,0,0,0,42,294,2018,10,21
Atropello,2018-10-28,9,domingo,0,0,0,0,0,0,0,0,0,43,301,2018,10,28
Atropello,2018-11-04,9,domingo,0,0,0,0,0,0,0,0,1,44,308,2018,11,04
Atropello,2018-11-11,8,domingo,0,0,0,0,0,0,0,0,1,45,315,2018,11,11
Atropello,2018-11-18,10,domingo,0,0,0,0,0,0,0,0,0,46,322,2018,11,18
Atropello,2018-11-25,6,domingo,0,0,0,0,0,0,0,0,0,47,329,2018,11,25
Atropello,2018-12-02,7,domingo,0,0,0,0,0,0,0,0,0,48,336,2018,12,02
Atropello,2018-12-09,15,domingo,0,0,0,0,0,0,0,0,0,49,343,2018,12,09
Atropello,2018-12-16,16,domingo,0,0,0,0,0,0,0,0,0,50,350,2018,12,16
Atropello,2018-12-23,11,domingo,0,0,0,0,0,0,0,0,0,51,357,2018,12,23
Atropello,2018-12-30,5,domingo,0,0,0,0,0,0,0,0,0,52,364,2018,12,30
Atropello,2014-01-02,12,jueves,0,0,0,0,0,0,0,0,0,1,2,2014,01,02
Atropello,2014-01-09,14,jueves,0,0,0,0,0,0,0,0,0,2,9,2014,01,09
Atropello,2014-01-16,13,jueves,0,0,0,0,0,0,0,0,0,3,16,2014,01,16
Atropello,2014-01-23,17,jueves,0,0,0,0,0,0,0,0,0,4,23,2014,01,23
Atropello,2014-01-30,9,jueves,0,0,0,0,0,0,0,0,0,5,30,2014,01,30
Atropello,2014-02-06,15,jueves,0,0,0,0,0,0,0,0,0,6,37,2014,02,06
Atropello,2014-02-13,12,jueves,0,0,0,0,0,0,0,0,0,7,44,2014,02,13
Atropello,2014-02-20,17,jueves,0,0,0,0,0,0,0,0,0,8,51,2014,02,20
Atropello,2014-02-27,10,jueves,0,0,0,0,0,0,0,0,0,9,58,2014,02,27
Atropello,2014-03-06,15,jueves,0,0,0,0,0,0,0,0,0,10,65,2014,03,06
Atropello,2014-03-13,18,jueves,0,0,0,0,0,0,0,0,0,11,72,2014,03,13
Atropello,2014-03-20,18,jueves,0,0,0,0,0,0,0,0,0,12,79,2014,03,20
Atropello,2014-03-27,13,jueves,0,0,0,0,0,0,0,0,0,13,86,2014,03,27
Atropello,2014-04-03,11,jueves,0,0,0,0,0,0,0,0,0,14,93,2014,04,03
Atropello,2014-04-10,12,jueves,0,0,0,0,0,0,0,0,0,15,100,2014,04,10
Atropello,2014-04-17,8,jueves,1,0,0,0,1,0,0,0,0,16,107,2014,04,17
Atropello,2014-04-24,12,jueves,0,0,0,0,0,0,0,0,0,17,114,2014,04,24
Atropello,2014-05-01,10,jueves,1,0,0,0,0,0,0,0,0,18,121,2014,05,01
Atropello,2014-05-08,7,jueves,0,0,0,0,0,0,0,0,0,19,128,2014,05,08
Atropello,2014-05-15,16,jueves,0,0,0,0,0,0,0,0,0,20,135,2014,05,15
Atropello,2014-05-22,11,jueves,0,0,0,0,0,0,0,0,0,21,142,2014,05,22
Atropello,2014-05-29,11,jueves,0,0,0,0,0,0,0,0,0,22,149,2014,05,29
Atropello,2014-06-05,16,jueves,0,0,0,0,0,0,0,0,0,23,156,2014,06,05
Atropello,2014-06-12,8,jueves,0,0,0,0,0,0,0,0,0,24,163,2014,06,12
Atropello,2014-06-19,21,jueves,0,0,0,0,0,0,0,0,0,25,170,2014,06,19
Atropello,2014-06-26,13,jueves,0,0,0,0,0,0,0,0,0,26,177,2014,06,26
Atropello,2014-07-03,11,jueves,0,0,0,0,0,0,0,0,0,27,184,2014,07,03
Atropello,2014-07-10,12,jueves,0,0,0,0,0,0,0,0,0,28,191,2014,07,10
Atropello,2014-07-17,8,jueves,0,0,0,0,0,0,0,0,0,29,198,2014,07,17
Atropello,2014-07-24,13,jueves,0,0,0,0,0,0,0,0,0,30,205,2014,07,24
Atropello,2014-07-31,21,jueves,0,0,0,0,0,0,0,0,0,31,212,2014,07,31
Atropello,2014-08-07,11,jueves,1,0,0,0,0,0,0,0,0,32,219,2014,08,07
Atropello,2014-08-14,21,jueves,0,0,0,0,0,0,0,0,0,33,226,2014,08,14
Atropello,2014-08-21,9,jueves,0,0,0,0,0,0,0,0,0,34,233,2014,08,21
